Timestamp,IP Address,Username,Login Status,Country,Event Type,Device,Severity,Recent_Failures,Hour,Is_Unusual_Time,Is_Brute_Force,Is_Port_Scan_Attack,Threat_Description,Is_Anomaly
2026-05-19 07:28:46,200.140.213.161,db_admin,Success,Brazil,File Access,iOS,Low,0,7,0,0,0,Normal event,0
2026-05-19 07:30:24,192.168.1.41,guest,Success,United States,Login,Android,Low,0,7,0,0,0,Normal event,0
2026-05-19 07:35:05,80.128.85.106,user1,Success,Germany,Login,Windows,Low,0,7,0,0,0,Normal event,0
2026-05-19 07:37:31,103.21.3.72,root,Failed,India,Login,MacOS,Low,1,7,0,0,0,Normal event,0
2026-05-19 07:37:50,115.112.183.94,clark,Success,India,File Access,Android,Low,0,7,0,0,0,Normal event,0
2026-05-19 07:38:54,185.220.207.113,asmith,Success,Russia,Login,MacOS,Low,0,7,0,0,0,Normal event,0
2026-05-19 07:39:10,80.128.206.47,db_admin,Success,Germany,File Access,Windows,Low,0,7,0,0,0,Normal event,0
2026-05-19 07:43:25,192.168.1.88,admin,Success,United States,File Access,Android,Low,0,7,0,0,0,Normal event,0
2026-05-19 07:45:25,58.20.253.237,db_admin,Success,China,File Access,Linux,Low,0,7,0,0,0,Normal event,0
2026-05-19 07:46:39,223.224.145.96,guest,Success,India,File Access,iOS,Low,0,7,0,0,0,Normal event,0
2026-05-19 07:51:14,80.128.84.12,bjones,Success,Germany,Login,Android,Low,0,7,0,0,0,Normal event,0
2026-05-19 07:57:11,115.112.28.175,bjones,Success,India,Login,iOS,Low,0,7,0,0,0,Normal event,0
2026-05-19 08:00:24,192.168.1.219,guest,Success,United States,File Access,MacOS,Low,0,8,0,0,0,Normal event,0
2026-05-19 08:00:38,10.0.0.193,root,Success,United States,Login,Android,Low,0,8,0,0,0,Normal event,0
2026-05-19 08:03:00,193.176.92.90,db_admin,Failed,Germany,Login,Linux,Low,1,8,0,0,0,Normal event,0
2026-05-19 08:04:00,45.79.60.65,admin,Success,United States,Login,Windows,Low,0,8,0,0,0,Normal event,0
2026-05-19 08:04:59,45.79.40.166,user2,Failed,United States,Login,Android,Medium,1,8,0,0,0,Normal event | ML flagged anomaly,1
2026-05-19 08:07:05,192.168.1.57,guest,Success,United States,File Access,Android,Low,0,8,0,0,0,Normal event,0
2026-05-19 08:09:37,115.112.67.163,bjones,Success,India,Login,Android,Low,0,8,0,0,0,Normal event,0
2026-05-19 08:12:05,204.101.147.150,guest,Success,Canada,File Access,iOS,Low,0,8,0,0,0,Normal event,0
2026-05-19 08:13:18,198.50.77.81,bjones,Success,Canada,File Access,Windows,Low,0,8,0,0,0,Normal event,0
2026-05-19 08:15:08,10.0.0.203,jdoe,Success,United States,Login,iOS,Low,0,8,0,0,0,Normal event,0
2026-05-19 08:16:39,46.112.129.112,root,Success,Germany,Login,Android,Low,0,8,0,0,0,Normal event,0
2026-05-19 08:17:07,192.168.1.143,guest,Success,United States,File Access,Linux,Low,0,8,0,0,0,Normal event,0
2026-05-19 08:18:00,80.128.201.6,guest,Success,Germany,Login,Android,Low,0,8,0,0,0,Normal event,0
2026-05-19 08:18:33,10.0.0.154,asmith,Success,United States,Data Export,iOS,Medium,0,8,0,0,0,Data Export by 'asmith',0
2026-05-19 08:18:42,115.112.144.64,user2,Success,India,Data Export,Android,Medium,0,8,0,0,0,Data Export by 'user2',0
2026-05-19 08:20:57,103.21.236.24,root,Success,India,File Access,iOS,Low,0,8,0,0,0,Normal event,0
2026-05-19 08:23:48,220.181.102.234,db_admin,Success,China,Login,iOS,Low,0,8,0,0,0,Normal event,0
2026-05-19 08:28:54,204.101.84.250,db_admin,Success,Canada,Login,Linux,Low,0,8,0,0,0,Normal event,0
2026-05-19 08:31:01,82.165.241.154,guest,Success,United Kingdom,Login,Android,Low,0,8,0,0,0,Normal event,0
2026-05-19 08:31:29,193.176.40.227,user2,Success,Germany,File Access,Linux,Low,0,8,0,0,0,Normal event,0
2026-05-19 08:36:27,104.244.40.137,asmith,Success,United States,File Access,Android,Low,0,8,0,0,0,Normal event,0
2026-05-19 08:37:19,103.21.77.225,db_admin,Success,India,Login,Linux,Low,0,8,0,0,0,Normal event,0
2026-05-19 08:37:40,46.112.49.233,root,Success,Germany,File Access,Linux,Low,0,8,0,0,0,Normal event,0
2026-05-19 08:37:53,104.244.110.94,bjones,Success,United States,Login,iOS,Low,0,8,0,0,0,Normal event,0
2026-05-19 08:40:45,115.112.60.229,guest,Success,India,File Access,iOS,Low,0,8,0,0,0,Normal event,0
2026-05-19 08:42:24,192.168.1.176,admin,Success,United States,Login,Android,Low,0,8,0,0,0,Normal event,0
2026-05-19 08:45:15,195.138.117.172,guest,Success,Ukraine,Login,Windows,Low,0,8,0,0,0,Normal event,0
2026-05-19 08:46:03,45.79.8.181,jdoe,Success,United States,Login,Windows,Low,0,8,0,0,0,Normal event,0
2026-05-19 08:46:13,198.50.102.232,db_admin,Success,Canada,Login,Linux,Low,0,8,0,0,0,Normal event,0
2026-05-19 08:47:26,45.79.60.135,db_admin,Success,United States,Data Export,Android,Medium,0,8,0,0,0,Data Export by 'db_admin',0
2026-05-19 08:47:50,195.138.253.106,user2,Success,Ukraine,Login,Linux,Low,0,8,0,0,0,Normal event,0
2026-05-19 08:47:56,120.150.213.181,user2,Success,Australia,File Access,Linux,Low,0,8,0,0,0,Normal event,0
2026-05-19 08:49:04,104.244.196.111,guest,Success,United States,Login,MacOS,Low,0,8,0,0,0,Normal event,0
2026-05-19 08:51:06,45.79.5.57,user2,Success,United States,File Access,Android,Low,0,8,0,0,0,Normal event,0
2026-05-19 08:54:23,95.108.88.46,admin,Success,Russia,Login,Linux,Low,0,8,0,0,0,Normal event,0
2026-05-19 08:55:50,45.79.86.92,root,Success,United States,Login,iOS,Low,0,8,0,0,0,Normal event,0
2026-05-19 08:59:45,192.168.1.186,guest,Success,United States,File Access,Windows,Low,0,8,0,0,0,Normal event,0
2026-05-19 08:59:50,193.176.21.221,clark,Success,Germany,File Access,Windows,Low,0,8,0,0,0,Normal event,0
2026-05-19 09:03:41,45.79.235.170,jdoe,Success,United States,Privilege Escalation,iOS,High,0,9,0,0,0,Critical: Successful Privilege Escalation by user 'jdoe',0
2026-05-19 09:09:20,80.128.151.79,jdoe,Success,Germany,File Access,Android,Low,0,9,0,0,0,Normal event,0
2026-05-19 09:10:18,103.21.76.251,user1,Success,India,Login,iOS,Low,0,9,0,0,0,Normal event,0
2026-05-19 09:10:29,115.112.161.242,bjones,Success,India,Data Export,MacOS,Medium,0,9,0,0,0,Data Export by 'bjones',0
2026-05-19 09:12:30,45.79.83.170,root,Success,United States,File Access,Windows,Low,0,9,0,0,0,Normal event,0
2026-05-19 09:15:38,80.128.183.19,clark,Failed,Germany,Login,iOS,Medium,1,9,0,0,0,Normal event | ML flagged anomaly,1
2026-05-19 09:18:11,223.224.128.149,asmith,Success,India,File Access,iOS,Low,0,9,0,0,0,Normal event,0
2026-05-19 09:18:37,198.50.86.45,bjones,Success,Canada,File Access,Android,Low,0,9,0,0,0,Normal event,0
2026-05-19 09:20:51,198.50.161.21,user1,Success,Canada,File Access,Linux,Low,0,9,0,0,0,Normal event,0
2026-05-19 09:22:02,200.140.6.109,asmith,Success,Brazil,Login,iOS,Low,0,9,0,0,0,Normal event,0
2026-05-19 09:23:30,103.21.245.152,admin,Success,India,File Access,Android,Low,0,9,0,0,0,Normal event,0
2026-05-19 09:30:09,10.0.0.65,guest,Success,United States,Login,MacOS,Low,0,9,0,0,0,Normal event,0
2026-05-19 09:30:21,82.142.80.57,bjones,Success,Russia,File Access,Android,Low,0,9,0,0,0,Normal event,0
2026-05-19 09:30:45,223.224.152.151,bjones,Success,India,Login,Linux,Low,0,9,0,0,0,Normal event,0
2026-05-19 09:32:40,45.79.248.208,clark,Success,United States,Login,iOS,Low,0,9,0,0,0,Normal event,0
2026-05-19 09:36:16,192.168.1.165,jdoe,Success,United States,Login,Linux,Low,0,9,0,0,0,Normal event,0
2026-05-19 09:36:58,10.0.0.25,user2,Success,United States,Login,Windows,Low,0,9,0,0,0,Normal event,0
2026-05-19 09:39:57,198.50.118.234,user1,Success,Canada,File Access,Android,Low,0,9,0,0,0,Normal event,0
2026-05-19 09:42:37,192.168.1.16,jdoe,Success,United States,Login,iOS,Low,0,9,0,0,0,Normal event,0
2026-05-19 09:43:19,223.224.50.253,user1,Success,India,Login,Windows,Low,0,9,0,0,0,Normal event,0
2026-05-19 09:43:58,45.79.234.186,db_admin,Success,United States,Port Scan,iOS,Medium,0,9,0,0,0,Suspicious: Port scan activity detected,0
2026-05-19 09:44:28,45.79.242.91,asmith,Success,United States,Login,Android,Low,0,9,0,0,0,Normal event,0
2026-05-19 09:45:10,103.21.182.230,asmith,Success,India,Login,iOS,Low,0,9,0,0,0,Normal event,0
2026-05-19 09:47:00,193.176.105.224,user1,Success,Germany,Login,MacOS,Low,0,9,0,0,0,Normal event,0
2026-05-19 09:48:35,192.168.1.4,bjones,Success,United States,File Access,Windows,Low,0,9,0,0,0,Normal event,0
2026-05-19 09:52:01,103.21.106.85,bjones,Success,India,Data Export,MacOS,Medium,0,9,0,0,0,Data Export by 'bjones',0
2026-05-19 09:55:03,192.168.1.179,guest,Success,United States,File Access,Linux,Low,0,9,0,0,0,Normal event,0
2026-05-19 09:55:45,45.79.187.195,clark,Success,United States,File Access,MacOS,Low,0,9,0,0,0,Normal event,0
2026-05-19 09:56:58,192.168.1.94,asmith,Success,United States,File Access,MacOS,Low,0,9,0,0,0,Normal event,0
2026-05-19 09:57:06,112.98.25.178,clark,Failed,China,Login,Windows,Low,1,9,0,0,0,Normal event,0
2026-05-19 09:58:07,46.112.46.134,asmith,Success,Germany,File Access,Windows,Low,0,9,0,0,0,Normal event,0
2026-05-19 10:01:07,193.176.63.22,jdoe,Success,Germany,File Access,Android,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:02:24,193.176.9.130,clark,Success,Germany,Login,Windows,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:02:32,80.128.14.154,jdoe,Success,Germany,Login,Linux,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:02:59,46.112.191.144,user2,Success,Germany,File Access,Windows,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:05:41,45.79.195.200,admin,Success,United States,Login,iOS,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:07:02,10.0.0.151,asmith,Success,United States,File Access,Android,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:07:02,103.21.154.120,db_admin,Success,India,Login,Android,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:10:53,200.140.215.220,admin,Success,Brazil,Login,Windows,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:11:03,104.244.129.73,bjones,Success,United States,Login,iOS,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:15:34,104.244.156.225,user1,Success,United States,File Access,Windows,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:16:06,192.168.1.188,user1,Success,United States,File Access,Android,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:16:13,192.168.1.239,user1,Success,United States,Login,Linux,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:18:22,223.224.58.21,guest,Success,India,Login,Windows,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:19:10,82.165.45.221,guest,Success,United Kingdom,Login,MacOS,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:19:27,104.244.119.59,bjones,Success,United States,File Access,iOS,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:19:33,10.0.0.59,clark,Success,United States,Login,Windows,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:20:19,80.128.223.64,user2,Success,Germany,File Access,MacOS,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:20:33,103.21.240.72,asmith,Success,India,Port Scan,Linux,Medium,0,10,0,0,0,Suspicious: Port scan activity detected,0
2026-05-19 10:24:17,115.112.138.169,user2,Success,India,Login,Linux,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:25:14,45.79.16.44,root,Success,United States,Login,Windows,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:25:47,188.120.65.28,admin,Success,United Kingdom,File Access,Android,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:26:44,192.168.1.117,user1,Success,United States,File Access,Linux,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:27:03,10.0.0.113,root,Success,United States,Login,Android,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:27:26,82.165.106.133,jdoe,Success,United Kingdom,Login,iOS,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:27:28,115.112.51.125,guest,Success,India,Login,Android,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:28:32,103.21.103.87,clark,Success,India,Login,MacOS,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:28:50,104.244.50.219,asmith,Success,United States,Login,iOS,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:30:11,115.112.194.220,root,Success,India,File Access,Linux,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:30:20,103.21.248.88,guest,Success,India,Port Scan,Android,Medium,0,10,0,0,0,Suspicious: Port scan activity detected,0
2026-05-19 10:34:48,82.165.96.136,root,Success,United Kingdom,Login,MacOS,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:36:09,95.108.131.203,clark,Success,Russia,File Access,Linux,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:37:06,82.165.202.160,user2,Success,United Kingdom,Data Export,Linux,Medium,0,10,0,0,0,Data Export by 'user2',0
2026-05-19 10:37:54,115.112.19.154,jdoe,Success,India,Login,Android,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:39:31,177.85.157.34,db_admin,Success,Brazil,Login,iOS,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:41:15,80.128.166.34,admin,Success,Germany,Login,MacOS,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:43:48,103.21.175.37,user2,Success,India,Login,iOS,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:45:22,10.0.0.15,guest,Success,United States,Login,Android,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:45:28,10.0.0.208,user2,Success,United States,Data Export,Windows,Medium,0,10,0,0,0,Data Export by 'user2',0
2026-05-19 10:46:23,45.79.131.102,root,Success,United States,Login,MacOS,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:46:54,46.112.175.69,admin,Success,Germany,File Access,Windows,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:51:34,204.101.55.203,clark,Success,Canada,Login,Linux,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:54:57,223.224.177.88,admin,Success,India,Data Export,Linux,Medium,0,10,0,0,0,Data Export by 'admin',0
2026-05-19 10:55:45,115.112.211.89,user2,Success,India,File Access,Windows,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:56:13,220.181.184.16,admin,Success,China,Login,Linux,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:56:45,223.224.253.21,user1,Success,India,File Access,Windows,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:58:39,82.142.251.75,db_admin,Success,Russia,File Access,Linux,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:58:58,10.0.0.114,guest,Success,United States,Login,Android,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:59:04,115.112.26.188,db_admin,Success,India,Login,Linux,Low,0,10,0,0,0,Normal event,0
2026-05-19 10:59:23,58.20.115.93,admin,Success,China,Login,Android,Low,0,10,0,0,0,Normal event,0
2026-05-19 11:02:39,104.244.48.129,admin,Success,United States,File Access,Android,Low,0,11,0,0,0,Normal event,0
2026-05-19 11:02:52,115.112.181.97,clark,Success,India,File Access,MacOS,Low,0,11,0,0,0,Normal event,0
2026-05-19 11:05:55,80.128.54.28,admin,Success,Germany,Data Export,Windows,Medium,0,11,0,0,0,Data Export by 'admin',0
2026-05-19 11:06:36,193.176.44.253,root,Success,Germany,File Access,Windows,Low,0,11,0,0,0,Normal event,0
2026-05-19 11:06:44,103.21.25.91,db_admin,Success,India,Login,iOS,Low,0,11,0,0,0,Normal event,0
2026-05-19 11:07:27,103.21.109.170,jdoe,Success,India,Login,Android,Low,0,11,0,0,0,Normal event,0
2026-05-19 11:07:30,80.128.245.152,jdoe,Success,Germany,Privilege Escalation,Android,High,0,11,0,0,0,Critical: Successful Privilege Escalation by user 'jdoe',0
2026-05-19 11:11:01,192.168.1.26,asmith,Success,United States,Login,iOS,Low,0,11,0,0,0,Normal event,0
2026-05-19 11:11:37,82.142.39.29,user2,Success,Russia,Login,MacOS,Low,0,11,0,0,0,Normal event,0
2026-05-19 11:12:24,185.220.168.53,jdoe,Success,Russia,Login,Windows,Low,0,11,0,0,0,Normal event,0
2026-05-19 11:12:34,104.244.87.179,user1,Success,United States,File Access,iOS,Low,0,11,0,0,0,Normal event,0
2026-05-19 11:16:22,204.101.60.105,admin,Success,Canada,File Access,Android,Low,0,11,0,0,0,Normal event,0
2026-05-19 11:17:37,115.112.172.220,bjones,Success,India,Login,iOS,Low,0,11,0,0,0,Normal event,0
2026-05-19 11:17:54,192.168.1.182,guest,Success,United States,Login,Windows,Low,0,11,0,0,0,Normal event,0
2026-05-19 11:18:53,10.0.0.38,bjones,Success,United States,Data Export,Windows,Medium,0,11,0,0,0,Data Export by 'bjones',0
2026-05-19 11:23:50,192.168.1.97,user1,Success,United States,File Access,Android,Low,0,11,0,0,0,Normal event,0
2026-05-19 11:24:24,10.0.0.178,guest,Success,United States,Login,Windows,Low,0,11,0,0,0,Normal event,0
2026-05-19 11:24:39,223.224.246.45,clark,Success,India,Login,iOS,Low,0,11,0,0,0,Normal event,0
2026-05-19 11:25:35,192.168.1.78,clark,Success,United States,Login,Android,Low,0,11,0,0,0,Normal event,0
2026-05-19 11:27:07,120.150.245.188,user2,Success,Australia,Login,MacOS,Low,0,11,0,0,0,Normal event,0
2026-05-19 11:29:33,45.79.93.93,bjones,Success,United States,Privilege Escalation,MacOS,High,0,11,0,0,0,Critical: Successful Privilege Escalation by user 'bjones',0
2026-05-19 11:33:28,188.120.244.121,guest,Success,United Kingdom,File Access,MacOS,Low,0,11,0,0,0,Normal event,0
2026-05-19 11:35:25,104.244.120.238,db_admin,Success,United States,File Access,MacOS,Low,0,11,0,0,0,Normal event,0
2026-05-19 11:39:32,10.0.0.193,guest,Success,United States,File Access,Linux,Low,0,11,0,0,0,Normal event,0
2026-05-19 11:41:40,82.165.55.149,asmith,Success,United Kingdom,Login,Linux,Low,0,11,0,0,0,Normal event,0
2026-05-19 11:42:12,104.244.158.76,user2,Success,United States,Login,Windows,Low,0,11,0,0,0,Normal event,0
2026-05-19 11:44:07,104.244.223.11,user2,Success,United States,Login,Android,Low,0,11,0,0,0,Normal event,0
2026-05-19 11:44:20,46.112.140.34,asmith,Success,Germany,Login,MacOS,Low,0,11,0,0,0,Normal event,0
2026-05-19 11:49:10,115.112.94.38,user1,Success,India,File Access,Windows,Low,0,11,0,0,0,Normal event,0
2026-05-19 11:49:34,104.244.100.156,db_admin,Success,United States,File Access,Android,Low,0,11,0,0,0,Normal event,0
2026-05-19 11:50:08,115.112.131.146,db_admin,Success,India,Login,Android,Low,0,11,0,0,0,Normal event,0
2026-05-19 11:50:30,193.176.143.83,user2,Success,Germany,File Access,Android,Low,0,11,0,0,0,Normal event,0
2026-05-19 11:52:32,10.0.0.107,guest,Failed,United States,Login,iOS,Medium,1,11,0,0,0,Normal event | ML flagged anomaly,1
2026-05-19 11:53:01,82.142.91.136,user1,Success,Russia,Login,iOS,Low,0,11,0,0,0,Normal event,0
2026-05-19 11:53:35,192.168.1.89,bjones,Success,United States,Login,iOS,Low,0,11,0,0,0,Normal event,0
2026-05-19 11:56:33,58.20.48.130,asmith,Success,China,File Access,Linux,Low,0,11,0,0,0,Normal event,0
2026-05-19 11:56:41,45.79.189.70,root,Success,United States,File Access,Windows,Low,0,11,0,0,0,Normal event,0
2026-05-19 11:57:01,177.85.191.201,jdoe,Success,Brazil,Login,Windows,Low,0,11,0,0,0,Normal event,0
2026-05-19 11:57:08,46.112.74.121,asmith,Success,Germany,Data Export,Windows,Medium,0,11,0,0,0,Data Export by 'asmith',0
2026-05-19 11:59:34,103.21.225.91,user1,Success,India,Login,Linux,Low,0,11,0,0,0,Normal event,0
2026-05-19 12:04:46,104.244.79.173,asmith,Success,United States,File Access,Linux,Low,0,12,0,0,0,Normal event,0
2026-05-19 12:05:08,10.0.0.242,user2,Success,United States,Login,iOS,Low,0,12,0,0,0,Normal event,0
2026-05-19 12:05:42,45.79.4.233,jdoe,Success,United States,Login,Android,Low,0,12,0,0,0,Normal event,0
2026-05-19 12:07:13,80.128.234.103,user1,Success,Germany,File Access,MacOS,Low,0,12,0,0,0,Normal event,0
2026-05-19 12:10:11,46.112.76.11,db_admin,Success,Germany,Data Export,Android,Medium,0,12,0,0,0,Data Export by 'db_admin',0
2026-05-19 12:19:20,104.244.76.67,user2,Success,United States,Login,Android,Low,0,12,0,0,0,Normal event,0
2026-05-19 12:19:29,46.112.98.187,user1,Success,Germany,Login,iOS,Low,0,12,0,0,0,Normal event,0
2026-05-19 12:19:39,120.150.9.30,user1,Success,Australia,File Access,Linux,Low,0,12,0,0,0,Normal event,0
2026-05-19 12:19:41,80.128.58.169,bjones,Success,Germany,File Access,Android,Low,0,12,0,0,0,Normal event,0
